name,affiliation,citations,hindex,year,lettergroup,gender,highered,institution,research,country,role,security,field,simplefield,fellows,amscit,Fields
ross geoghegan,binghamton university,,,1970,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,654,FALSE
pierre germain,new york university,1676,21,2005,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,741,FALSE
alexander givental,university of california berkeley,,,1987,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1853,FALSE
fan chung graham,university of california san diego,,,1974,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,4550,FALSE
victor guillemin,massachusetts institute of technology,,,1962,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,5814,FALSE
sinan gunturk,new york university,,,2000,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,266,FALSE
qing han,university of notre dame,,,1993,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,710,FALSE
helmut hofer,institute for advanced study,,,1981,C Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,TRUE,,FALSE
elizabeth its,indiana university purdue university indianapolis,,,,C Only,woman,highered,domesticr2,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
alexander its,indiana university purdue university indianapolis,,,1977,C Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,TRUE,,FALSE
henryk iwaniec,rutgers university,,,1972,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,5210,FALSE
david jerison,massachusetts institute of technology,,,1980,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,3290,FALSE
vaughan f r jones,university of california berkeley,,,1979,C Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,TRUE,3289,Yes
ilya kapovitch,,2436,25,,C Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,TRUE,,FALSE
michael kapovitch,university of california davis,3496,28,,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1305,FALSE
jerry kazdan,university of pennsylvania,,,1963,C Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,TRUE,1058,FALSE
david kazhdan,hebrew university of jerusalem,,,1969,C Only,man,highered,international,moreri,,professor,moresecure,math,mathstat,FALSE,,FALSE
olga kharlampovich,city university of new york,2097,21,1984,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,824,FALSE
bruce kleiner,new york university,,,1990,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1719,FALSE
robert kohn,new york university,17109,64,1979,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,5254,FALSE
janos kollar,princeton university,19832,57,1983,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,5941,FALSE
maxim kontsevich,institut des hautes etudes scientifiques,,,1991,C Only,man,highered,international,moreri,france,professor,moresecure,math,mathstat,FALSE,,FALSE
irwin kra,stony brook university,7754,27,1966,C Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,TRUE,1493,FALSE
gregory lawler,university of chicago,,,1979,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,3002,FALSE
h blaine lawson,stony brook university,,,1969,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,4390,FALSE
claude lebrun,stony brook university,,,1980,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1804,FALSE
francois ledrappier,university of notre dame,,,,C Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,FALSE,1724,FALSE
camillo de lellis,institute for advanced study,,,,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1761,FALSE
fanghua lin,new york university,12177,59,,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,6552,FALSE
nati linial,hebrew university of jerusalem,14747,56,1978,C Only,man,highered,international,moreri,,professor,moresecure,comp,other ,TRUE,,FALSE
zhiquin lu,university of california irvine,1560,20,,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,502,FALSE
george lusztig,massachusetts institute of technology,,,,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,9303,FALSE
jeremy macdonald,mcgill university,,,2013,C Only,man,highered,international,moreri,canada,ntt,lesssecure,math,mathstat,FALSE,,FALSE
fedor malikov,university of southern california,,,,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,356,FALSE
eugenia malinnikova,stanford university,269,9,1999,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,116,FALSE
sonja mapes,university of notre dame,,,2009,C Only,woman,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
peter may,university of chicago,,,1964,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,4507,FALSE
barry mazur,harvard university,,,1959,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,4442,FALSE
david mclaughlin,new york university,,,1971,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,940,FALSE
michael mcquillen,university of rome tor vergata,,,,C Only,man,highered,international,moreri,italy,professor,moresecure,math,mathstat,FALSE,,FALSE
marie louise michelson,stony brook university,,,,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1256,FALSE
john millson,university of maryland,,,1973,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1295,FALSE
vitali milman,tel aviv university,,,1965,C Only,man,highered,international,moreri,,professor,moresecure,math,mathstat,TRUE,,FALSE
yair minsky,yale university,3890,30,1989,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1720,FALSE
mahan mj,tata institute of fundamental research,889,16,,C Only,man,highered,international,moreri,india,professor,moresecure,math,mathstat,FALSE,,FALSE
sophie morel,princeton university,,,2005,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,54,FALSE
werner muller,university of bonn,,,1977,C Only,man,highered,international,moreri,germany,professor,moresecure,math,mathstat,FALSE,,FALSE
aaron naber,northwestern university,,,2009,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,353,FALSE
charles newman,new york university,,,1971,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,2284,FALSE
hee oh,yale university,1485,,1997,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,671,FALSE
jean pierre otal,universite paul sabatier,,,1989,C Only,man,highered,international,moreri,france,professor,moresecure,math,mathstat,FALSE,,FALSE
janos pach,new york university,15026,54,1981,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,3481,FALSE
dimitri panov,kings college london,,,,C Only,man,highered,international,moreri,united kingdom,professor,moresecure,math,mathstat,FALSE,,FALSE
raman parimala,emory university,,,,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,693,FALSE
kirsi peltonen,aalto university,681,14,1992,C Only,woman,highered,international,moreri,finland,ntt,lesssecure,math,mathstat,FALSE,,FALSE
robert penner,university of southern california,,,1981,C Only,man,highered,domesticr1,moreri,,professor,moresecure,other,other ,FALSE,,FALSE
stefanie petermichl,university of toulouse,,,,C Only,woman,highered,international,moreri,france,professor,moresecure,math,mathstat,FALSE,,FALSE
anthony phillips,stony brook university,,,1966,C Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,FALSE,96,FALSE
leonid polterovich,tel aviv university,,,1990,C Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,FALSE,,FALSE
mihnea popa,northwestern university,1889,24,2001,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,645,FALSE
cheryl praeger,university of western australia,8041,44,1973,C Only,woman,highered,international,moreri,australia,retired,moresecure,math,mathstat,TRUE,,FALSE
laure saint raymond,ecole normal superieure de lyon,,,2000,C Only,woman,highered,international,moreri,france,professor,moresecure,math,mathstat,FALSE,,FALSE
alexander razborov,university of chicago,,,1987,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1505,Yes
vladimir rokhlin,yale university,25803,57,1983,C Only,man,highered,domesticr1,moreri,,professor,moresecure,comp,other ,FALSE,,FALSE
xiaochun rong,rutgers university,,,1990,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,350,FALSE
regina rotman,university of toronto,,,1998,C Only,woman,highered,international,moreri,canada,professor,moresecure,math,mathstat,FALSE,,FALSE
hyam rubinstein,university of melbourne,3412,32,1974,C Only,man,highered,international,moreri,australia,professor,moresecure,math,mathstat,TRUE,,FALSE
peter sarnak,princeton university,,,1980,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,5456,FALSE
richard schoen,stanford,,,1977,C Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,TRUE,6811,FALSE
sylvia serfaty,new york university,3554,33,1999,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1774,FALSE
natasa sesum,rutgers university,,,2004,C Only,woman,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,TRUE,,FALSE
peter shalen,university of illinois at chicago,,,1972,C Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,TRUE,2036,FALSE
jalal shatah,new york university,6753,31,1983,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,3211,FALSE
steve shkoller,university of california davis,4039,31,1995,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1602,FALSE
alexandra shlapentokh,east carolina university,880,18,1988,C Only,woman,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
carol shubin,california state university northridge,415,8,1989,C Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
thomas spencer,institute for advanced study,,,1968,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1353,FALSE
daniel stein,new york university,9943,50,1979,C Only,man,highered,domesticr1,moreri,,professor,moresecure,other,other ,FALSE,,FALSE
jeffrey streets,university of california irvine,,,2007,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,330,FALSE
daniel stroock,massachusetts institute of technology,,,1967,C Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,TRUE,5102,FALSE
catherine sulem,university of toronto,,,1979,C Only,woman,highered,international,moreri,canada,professor,moresecure,math,mathstat,TRUE,,FALSE
tatiana suslina,st petersburg state university,,,1987,C Only,woman,highered,international,moreri,russia,professor,moresecure,other,other ,FALSE,,FALSE
gabor szekelyhidi,notre dame,1273,22,2006,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,522,FALSE
leon takhtajan,stony brook university,,,1975,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1923,FALSE
